"scientific_name","common_name","genus","category","family","order","production_sector","broad_category","nutrient","value"
"lactarius lactarius","false trevally","lactarius","Pelagic Fish","lactariidae","perciformes","import","Marine areas","Iron",0.00358
"larimichthys crocea","large yellow croaker","larimichthys","Pelagic Fish","sciaenidae","perciformes","import","Marine areas","Iron",1.2
"mallotus villosus","capelin","mallotus","Pelagic Fish","osmeridae","osmeriformes","import","Marine areas","Iron",0.83
"megalaspis cordyla","torpedo scad","megalaspis","Pelagic Fish","carangidae","perciformes","import","Marine areas","Iron",2.85
"pampus argenteus","silver pomfret","pampus","Pelagic Fish","stromateidae","perciformes","import","Marine areas","Iron",3.7367805
"parastromateus niger","black pomfret","parastromateus","Pelagic Fish","carangidae","perciformes","import","Marine areas","Iron",0.4496675
"pseudocaranx dentex","white trevally","pseudocaranx","Pelagic Fish","carangidae","perciformes","import","Marine areas","Iron",0.7
"rastrelliger brachysoma","short mackerel","rastrelliger","Pelagic Fish","scombridae","perciformes","import","Marine areas","Iron",2.04166666666667
"rastrelliger kanagurta","indian mackerel","rastrelliger","Pelagic Fish","scombridae","perciformes","import","Marine areas","Iron",3.89545375
"sarda orientalis","striped bonito","sarda","Pelagic Fish","scombridae","perciformes","import","Marine areas","Iron",2.1
"sardinella","sardinellas nei","sardinella","Pelagic Fish","clupeidae","clupeiformes","import","Marine areas","Iron",7.54333333333333
"sardinella longiceps","indian oil sardine","sardinella","Pelagic Fish","clupeidae","clupeiformes","import","Marine areas","Iron",4.7072075
"scomber australasicus","blue mackerel","scomber","Pelagic Fish","scombridae","perciformes","import","Marine areas","Iron",1.86666666666667
"scomberomorus commerson","narrow-barred spanish mackerel","scomberomorus","Pelagic Fish","scombridae","perciformes","import","Marine areas","Iron",0.64311375
"scomberomorus guttatus","indo-pacific king mackerel","scomberomorus","Pelagic Fish","scombridae","perciformes","import","Marine areas","Iron",0.674
"scomberomorus niphonius","japanese spanish mackerel","scomberomorus","Pelagic Fish","scombridae","perciformes","import","Marine areas","Iron",1.04285714285714
"selaroides leptolepis","yellowstripe scad","selaroides","Pelagic Fish","carangidae","perciformes","import","Marine areas","Iron",1.172475
"seriola quinqueradiata","japanese amberjack","seriola","Pelagic Fish","carangidae","perciformes","import","Marine areas","Iron",1.44444444444444
"seriolina nigrofasciata","blackbanded trevally","seriolina","Pelagic Fish","carangidae","percoidei","Capture production","Marine areas","Iron",0.6
"sphyraena jello","pickhandle barracuda","sphyraena","Pelagic Fish","sphyraenidae","perciformes","import","Marine areas","Iron",0.00052
"sphyraena obtusata","obtuse barracuda","sphyraena","Pelagic Fish","sphyraenidae","perciformes","import","Marine areas","Iron",0.24
"trachinotus blochii","snubnose pompano","trachinotus","Pelagic Fish","carangidae","perciformes","import","Marine areas","Iron",0.15254
"trachurus japonicus","japanese jack mackerel","trachurus","Pelagic Fish","carangidae","perciformes","import","Marine areas","Iron",1.38983333333333
"trachurus mediterraneus","mediterranean horse mackerel","trachurus","Pelagic Fish","carangidae","perciformes","import","Marine areas","Iron",1.08636666666667
"paralithodes camtschaticus","red king crab","paralithodes","Crustaceans","lithodidae","decapoda","import","Marine areas","Iron",0.8
"micropogonias furnieri","whitemouth croaker","micropogonias","Demersal Fish","sciaenidae","percoidei","Capture production","Marine areas","Iron",0.044
"urophycis brasiliensis","brazilian codling","urophycis","Demersal Fish","gadidae","gadiformes","Capture production","Marine areas","Iron",2.1
"aulacomya ater","cholga mussel","aulacomya","Moluscs; Other","mytilidae","mytiloida","import","Marine areas","Iron",2.25
"mesodesma donacium","macha clam","mesodesma","Moluscs; Other","mesodesmatidae","veneroida","import","Marine areas","Iron",5.5
"coregonus spp","whitefishes nei","coregonus","Freshwater Fish","coregonidae","salmoniformes","Capture production","Inland waters","Iron",0.373333333333333
"acetes japonicus","akiami paste shrimp","acetes","Crustaceans","sergestidae","decapoda","import","Marine areas","Iron",5.1
"penaeus merguiensis","banana prawn","penaeus","Crustaceans","penaeidae","natantia","Capture production","Marine areas","Iron",0.42
"gadus macrocephalus","greenland cod","gadus","Demersal Fish","gadidae","gadiformes","import","Marine areas","Iron",0.724595238095238
"gadus macrocephalus","pacific cod","gadus","Demersal Fish","gadidae","gadiformes","import","Marine areas","Iron",0.724595238095238
"lamna nasus","porbeagle","lamna","Demersal Fish","lamnidae","lamniformes","Capture production","Marine areas","Iron",1.8
"rexea solandri","silver gemfish","rexea","Demersal Fish","gempylidae","scombroidei","Capture production","Marine areas","Iron",0.515
"pellona ditchela","indian pellona","pellona","Freshwater Fish","pristigasteridae","clupeiformes","import","Marine areas","Iron",2.96
"haliotis spp","abalones nei","haliotis","Moluscs; Other","haliotidae","gastropoda","Aquaculture production","Marine areas","Iron",3.33333333333333
"mytilus coruscus","korean mussel","mytilus","Moluscs; Other","mytilidae","mytiloida","import","Marine areas","Iron",6.84153846153846
"paphies australis","pipi wedge clam","paphies","Moluscs; Other","mesodesmatidae","bivalvia","Capture production","Marine areas","Iron",6
"pecten novaezelandiae","new zealand scallop","pecten","Moluscs; Other","pectinidae","ostreoida","import","Marine areas","Iron",0.3
"scombridae","mackerels nei","scombridae","Pelagic Fish","scombridae","scombroidei","Capture production","Marine areas","Iron",1.84628571428571
"tetrapturus audax","striped marlin","tetrapturus","Pelagic Fish","istiophoridae","scombroidei","Capture production","Marine areas","Iron",0.6
"loligo vulgaris","european squid","loligo","Cephalopods","loliginidae","teuthida","import","Marine areas","Iron",2.269075
"elops lacerta","west african ladyfish","elops","Demersal Fish","elopidae","elopiformes","Capture production","Marine areas","Iron",0.167
"galeoides decadactylus","lesser african threadfin","galeoides","Demersal Fish","polynemidae","percoidei","Capture production","Marine areas","Iron",0.515
"lutjanus spp","snappers nei","lutjanus","Demersal Fish","lutjanidae","percoidei","Capture production","Marine areas","Iron",0.3
"ilisha africana","west african ilisha","ilisha","Freshwater Fish","pristigasteridae","clupeiformes","Capture production","Marine areas","Iron",0.154
"metapenaeus monoceros","speckled shrimp","metapenaeus","Crustaceans","penaeidae","natantia","Aquaculture production","Marine areas","Iron",1.85846153846154
"penaeus indicus","indian white prawn","penaeus","Crustaceans","penaeidae","natantia","Aquaculture production","Marine areas","Iron",5.3
"leptomelanosoma indicum","indian threadfin","leptomelanosoma","Demersal Fish","polynemidae","percoidei","Capture production","Marine areas","Iron",0.25025
"dasyatis pastinaca","common stingray","dasyatis","Demersal Fish","dasyatidae","rajiformes","Capture production","Marine areas","Iron",0.00074
"liza aurata","golden grey mullet","liza","Demersal Fish","mugilidae","mugiliformes","Capture production","Marine areas","Iron",7.08
"liza saliens","leaping mullet","liza","Demersal Fish","mugilidae","mugiliformes","Capture production","Marine areas","Iron",4.46
"mugil cephalus","flathead grey mullet","mugil","Demersal Fish","mugilidae","mugiliformes","Capture production","Marine areas","Iron",2.70006794117647
"mullus barbatus","red mullet","mullus","Demersal Fish","mullidae","percoidei","Capture production","Marine areas","Iron",5.8173125
"salvelinus fontinalis","brook trout","salvelinus","Freshwater Fish","salmonidae","salmoniformes","Aquaculture production","Inland waters","Iron",0.7427
"penaeus semisulcatus","green tiger prawn","penaeus","Crustaceans","penaeidae","natantia","Capture production","Marine areas","Iron",1.51375
"ariomma indica","indian driftfish","ariomma","Demersal Fish","ariommatidae","stromateoidei, anabantoidei","Capture production","Marine areas","Iron",0.718
"plectorhinchus sordidus","sordid rubberlip","plectorhinchus","Demersal Fish","haemulidae","percoidei","Capture production","Marine areas","Iron",0.4
"siganus canaliculatus","white-spotted spinefoot","siganus","Demersal Fish","siganidae","acanthuroidei","Aquaculture production","Marine areas","Iron",0.7
"siganus canaliculatus","white-spotted spinefoot","siganus","Demersal Fish","siganidae","acanthuroidei","Aquaculture production","Marine areas","Iron",0.6045
"menippe mercenaria","black stone crab","menippe","Crustaceans","xanthidae","brachyura","Capture production","Marine areas","Iron",0.0011
"eleginus gracilis","saffron cod","eleginus","Demersal Fish","gadidae","gadiformes","import","Marine areas","Iron",4
"penaeus vannamei","whiteleg shrimp","penaeus","Crustaceans","penaeidae","natantia","Aquaculture production","Marine areas","Iron",7.20188461538461
"kappaphycus alvarezii","elkhorn sea moss","kappaphycus","Aquatic Plants","solieriaceae","rhodophyceae","Aquaculture production","Marine areas","Iron",9.5416
"loligo spp","common squids nei","loligo","Cephalopods","loliginidae","cephalopoda","Capture production","Marine areas","Iron",0.975
"lobotes surinamensis","tripletail","lobotes","Demersal Fish","lobotidae","percoidei","Capture production","Marine areas","Iron",0.55023
"lutjanus purpureus","southern red snapper","lutjanus","Demersal Fish","lutjanidae","percoidei","Capture production","Marine areas","Iron",0.6524
"megalops atlanticus","tarpon","megalops","Demersal Fish","megalopidae","elopiformes","Capture production","Marine areas","Iron",1.9538
"crassostrea spp","cupped oysters nei","crassostrea","Moluscs; Other","ostreidae","bivalvia","Aquaculture production","Marine areas","Iron",3.43333333333333
"scomberomorus brasiliensis","serra spanish mackerel","scomberomorus","Pelagic Fish","scombridae","scombroidei","Capture production","Marine areas","Iron",0.3612
"ascophyllum nodosum","north atlantic rockweed","ascophyllum","Aquatic Plants","fucaceae","phaeophyceae","Capture production","Marine areas","Iron",7.97
"cancer magister","dungeness crab","cancer","Crustaceans","cancridae","brachyura","Capture production","Marine areas","Iron",0.712916666666667
"pandalus spp","pandalus shrimps nei","pandalus","Crustaceans","pandalidae","natantia","Capture production","Marine areas","Iron",1.15
"bregmaceros mcclellandi","unicorn cod","bregmaceros","Demersal Fish","bregmacerotidae","gadiformes","import","Marine areas","Iron",4.9
"theragra chalcogramma","alaska pollock(=walleye poll.)","theragra","Demersal Fish","gadidae","gadiformes","Capture production","Marine areas","Iron",1.2624037037037
"hypomesus olidus","pond smelt","hypomesus","Freshwater Fish","osmeridae","salmoniformes","Capture production","Inland waters","Iron",6.475
