mar_taxa_name,mar_match_key,afcd_match_species,afcd_match_genus,afcd_match_family,afcd_match_order,afcd_match_class,afcd_match_phylum,missing,tonnes
meuschenia scaber,NA,NA,NA,NA,NA,NA,NA,1,24317.08633
ruditapes,ruditapes,NA,ruditapes,NA,NA,NA,NA,0,23682.56057
callista chione,NA,NA,NA,NA,NA,NA,NA,1,23629.07743
callorhinchus capensis,callorhinchus,NA,callorhinchus,NA,NA,NA,NA,0,23497.44
sebastes goodei,sebastes,NA,sebastes,NA,NA,NA,NA,0,23101.97325
rhabdosargus haffara,rhabdosargus haffara,rhabdosargus haffara,rhabdosargus,NA,NA,NA,NA,0,22893.29805
chaetodontidae,chaetodontidae,NA,NA,chaetodontidae,NA,NA,NA,0,22876.44257
haemulon aurolineatum,haemulom aurolineatum,haemulom aurolineatum,haemulon,NA,NA,NA,NA,0,22849.71633
trochus niloticus,trichius,NA,trichius,NA,NA,NA,NA,0,22671.089
metanephrops challengeri,metanephros challengeri,metanephros challengeri,metanephrops,NA,NA,NA,NA,0,22667.95762
atherina presbyter,atherina presbyter,atherina presbyter,atherina,NA,NA,NA,NA,0,22628.02863
selene vomer,selene vomer,selene vomer,selene,NA,NA,NA,NA,0,22615.78055
pristipomoides multidens,pristipomoides,NA,pristipomoides,NA,NA,NA,NA,0,22398.91428
macolor niger,macolor niger,macolor niger,macolor,NA,NA,NA,NA,0,22384.94588
scorpaena porcus,scorpaena porcus,scorpaena porcus,scorpaena,NA,NA,NA,NA,0,22295.87505
mulloidichthys martinicus,mulloidichthys,NA,mulloidichthys,NA,NA,NA,NA,0,22242.84964
genyonemus lineatus,genyonemus lineatus,genyonemus lineatus,genyonemus,NA,NA,NA,NA,0,22232.59166
cheilinus undulatus,cheilinus,NA,cheilinus,NA,NA,NA,NA,0,22229.12138
haliporoides diomedeae,NA,NA,NA,NA,NA,NA,NA,1,21631.41976
trachichthyidae,trachichthyidae,NA,NA,trachichthyidae,NA,NA,NA,0,21560.48398
dasyatis longa,dasyatis,NA,dasyatis,NA,NA,NA,NA,0,21542.92987
austroglossus,NA,NA,NA,NA,NA,NA,NA,1,21386.77746
pecten jacobaeus,pecten,NA,pecten,NA,NA,NA,NA,0,21353.58813
isopisthus remifer,isopisthus,NA,isopisthus,NA,NA,NA,NA,0,21157.48387
cheilodactylus variegatus,cheilodactylus variegatus,cheilodactylus variegatus,cheilodactylus,NA,NA,NA,NA,0,21076.76919
mactromeris polynyma,NA,NA,NA,NA,NA,NA,NA,1,21045
panulirus gracilis,panulirus,NA,panulirus,NA,NA,NA,NA,0,20851.69555
trachinus,trachinus,NA,trachinus,NA,NA,NA,NA,0,20765.85204
muraena helena,NA,NA,NA,NA,NA,NA,NA,1,20748.55546
tautogolabrus adspersus,NA,NA,NA,NA,NA,NA,NA,1,20414.5228
lepophidium brevibarbe,lepophidium,NA,lepophidium,NA,NA,NA,NA,0,20338.78296
aluterus,aluterus,NA,aluterus,NA,NA,NA,NA,0,20291.19461
ostrea chilensis,ostrea chilensis,ostrea chilensis,ostrea,NA,NA,NA,NA,0,20021.37619
etelis oculatus,etelis,NA,etelis,NA,NA,NA,NA,0,19979.21522
encrasicholina devisi,encrasicholina devisi,encrasicholina devisi,encrasicholina,NA,NA,NA,NA,0,19953.17681
mulloidichthys vanicolensis,mulloidichthys,NA,mulloidichthys,NA,NA,NA,NA,0,19925.49732
haliporoides sibogae,NA,NA,NA,NA,NA,NA,NA,1,19876.53152
ctenochaetus striatus,ctenochaetus,NA,ctenochaetus,NA,NA,NA,NA,0,19784.39902
argyrozona argyrozona,NA,NA,NA,NA,NA,NA,NA,1,19753
gymnosarda unicolor,NA,NA,NA,NA,NA,NA,NA,1,19677.65282
pagrus auriga,pagrus,NA,pagrus,NA,NA,NA,NA,0,19404.12652
aristeidae,aristeidae,NA,NA,aristeidae,NA,NA,NA,0,19306.11583
zidona dufresnei,NA,NA,NA,NA,NA,NA,NA,1,19281.83463
carcinus aestuarii,carcinus,NA,carcinus,NA,NA,NA,NA,0,19206.81224
hyporthodus flavolimbatus,NA,NA,NA,NA,NA,NA,NA,1,19195.92416
pristiophorus,istiophorus,NA,istiophorus,NA,NA,NA,NA,0,19186.67229
heterocarpus vicarius,heterocarpus,NA,heterocarpus,NA,NA,NA,NA,0,18963.9277
lampris guttatus,lampris guttatus,lampris guttatus,lampris,NA,NA,NA,NA,0,18719.69031
carcharhinus leucas,carcharhinus,NA,carcharhinus,NA,NA,NA,NA,0,18678.59379
plectropomus areolatus,plectropomus,NA,plectropomus,NA,NA,NA,NA,0,18543.87797
bathyraja brachyurops,bathyraja brachyurops,bathyraja brachyurops,bathyraja,NA,NA,NA,NA,0,18391.60025
chionoecetes bairdi,chionoecetes,NA,chionoecetes,NA,NA,NA,NA,0,18187.53981
gobius niger,gobius niger,gobius niger,gobius,NA,NA,NA,NA,0,18143.8126
hoplostethus mediterraneus mediterraneus,hoplostethus mediterraneus,hoplostethus mediterraneus,hoplostethus,NA,NA,NA,NA,0,17934.37851
alosa fallax,alosa fallax,alosa fallax,alosa,NA,NA,NA,NA,0,17736.24488
prolatilus jugularis,prolatilus jugularis,prolatilus jugularis,prolatilus,NA,NA,NA,NA,0,17546.67619
myxinidae,myxinidae,NA,NA,myxinidae,NA,NA,NA,0,17442.31907
panulirus versicolor,panulirus,NA,panulirus,NA,NA,NA,NA,0,17248.27953
panulirus penicillatus,panulirus penicillatus,panulirus penicillatus,panulirus,NA,NA,NA,NA,0,17246.27553
hyporthodus nigritus,NA,NA,NA,NA,NA,NA,NA,1,17061.32983
oratosquilla oratoria,oratosquilla oratoria,oratosquilla oratoria,oratosquilla,NA,NA,NA,NA,0,17041.73016
stromateus brasiliensis,stromateus brasiliensis,stromateus brasiliensis,stromateus,NA,NA,NA,NA,0,16845.98075
cyttus traversi,cyttus traversi,cyttus traversi,cyttus,NA,NA,NA,NA,0,16817.34591
monotaxis grandoculis,monotaxis grandoculis,monotaxis grandoculis,monotaxis,NA,NA,NA,NA,0,16730.60864
chaetodipterus zonatus,NA,NA,NA,NA,NA,NA,NA,1,16559.74979
albulidae,NA,NA,NA,NA,NA,NA,NA,1,16551.81495
dissostichus,dissostichus,NA,dissostichus,NA,NA,NA,NA,0,16535.75
lethrinus borbonicus,lethrinus,NA,lethrinus,NA,NA,NA,NA,0,16462.86831
cnidaria,undaria,NA,undaria,NA,NA,NA,cnidaria,0,16443.09077
arnoglossus laterna,arnoglossus laterna,arnoglossus laterna,arnoglossus,NA,NA,NA,NA,0,16314.23733
mycteroperca phenax,mycteroperca,NA,mycteroperca,NA,NA,NA,NA,0,16169.51494
hyporthodus niveatus,NA,NA,NA,NA,NA,NA,NA,1,16072.13249
chimaera monstrosa,chimaera monstrosa,chimaera monstrosa,chimaera,NA,NA,NA,NA,0,15953.98007
epinephelus adscensionis,epinephelus,NA,epinephelus,NA,NA,NA,NA,0,15867.28165
parupeneus multifasciatus,parupeneus,NA,parupeneus,NA,NA,NA,NA,0,15690.18038
carangoides bajad,carangoides bajad,carangoides bajad,carangoides,NA,NA,NA,NA,0,15645.77577
genypterus,genypterus,NA,genypterus,NA,NA,NA,NA,0,15595.04111
anchoa hepsetus,anchoa hepsetus,anchoa hepsetus,anchoa,NA,NA,NA,NA,0,15560.03451
plagiogeneion rubiginosum,NA,NA,NA,NA,NA,NA,NA,1,15369.32901
plectropomus leopardus,plectropomus leopardus,plectropomus leopardus,plectropomus,NA,NA,NA,NA,0,15308.18331
dalatias licha,galaxias,NA,galaxias,NA,NA,NA,NA,0,15289.8879
lethrinus microdon,lethrinus,NA,lethrinus,NA,NA,NA,NA,0,15259.40006
conger orbignianus,conger,NA,conger,NA,NA,NA,NA,0,15216.59915
scomberomorus semifasciatus,scomberomorus,NA,scomberomorus,NA,NA,NA,NA,0,15136.57529
negaprion brevirostris,NA,NA,NA,NA,NA,NA,NA,1,15044.79414
epinephelus polylepis,epinephelus,NA,epinephelus,NA,NA,NA,NA,0,14941.18564
saccostrea,saccostrea,NA,saccostrea,NA,NA,NA,NA,0,14807.85155
coris julis,coris,NA,coris,NA,NA,NA,NA,0,14696.46
gasterosteus aculeatus,gasterosteus aculeatus,gasterosteus aculeatus,gasterosteus,NA,NA,NA,NA,0,14616.87298
mullus argentinae,mullus argentinae,mullus argentinae,mullus,NA,NA,NA,NA,0,14591.1675
epinephelus multinotatus,epinephelus multinotatus,epinephelus multinotatus,epinephelus,NA,NA,NA,NA,0,14578.64827
haemulon bonariense,haemulon,NA,haemulon,NA,NA,NA,NA,0,14499.0281
stichopus,stichopus,NA,stichopus,NA,NA,NA,NA,0,14457.84985
macrourus,macrourus,NA,macrourus,NA,NA,NA,NA,0,14368.89562
psettichthys melanostictus,NA,NA,NA,NA,NA,NA,NA,1,14252.19675
cheilinus trilobatus,cheilinus trilobatus,cheilinus trilobatus,cheilinus,NA,NA,NA,NA,0,14136.69213
lethrinus rubrioperculatus,lethrinus,NA,lethrinus,NA,NA,NA,NA,0,14089.8032
pelecus cultratus,peneaus,NA,peneaus,NA,NA,NA,NA,0,14078.76109
scarus rubroviolaceus,scarus,NA,scarus,NA,NA,NA,NA,0,14066.97985
dasyatis pastinaca,dasyatis pastinaca,dasyatis pastinaca,dasyatis,NA,NA,NA,NA,0,13838.55383
goneplax rhomboides,NA,NA,NA,NA,NA,NA,NA,1,13798.72252
pseudocyttus maculatus,NA,NA,NA,NA,NA,NA,NA,1,13648.07141
alepes djedaba,alepes djedaba,alepes djedaba,alepes,NA,NA,NA,NA,0,13538.04119
sagmariasus verreauxi,NA,NA,NA,NA,NA,NA,NA,1,13362.91984
tetrapturus pfluegeri,tetrapturus,NA,tetrapturus,NA,NA,NA,NA,0,13322.79574
kyphosus vaigiensis,kyphosus vaigiensis,kyphosus vaigiensis,kyphosus,NA,NA,NA,NA,0,13291.93765
ophichthidae,ophichthidae,NA,NA,ophichthidae,NA,NA,NA,0,13251.53463
lutjanus apodus,lutjanus,NA,lutjanus,NA,NA,NA,NA,0,13213.62835
mulloidichthys flavolineatus,mulloidichthys,NA,mulloidichthys,NA,NA,NA,NA,0,13192.22075
somniosus microcephalus,NA,NA,NA,NA,NA,NA,NA,1,13188.54594
carcharhinus brachyurus,carcharhinus,NA,carcharhinus,NA,NA,NA,NA,0,13154.1651
stenodus leucichthys,stenodus leucichthys,stenodus leucichthys,stenodus,NA,NA,NA,NA,0,13091.58094
polydactylus sexfilis,polydactylus,NA,polydactylus,NA,NA,NA,NA,0,13010.33068
raja microocellata,raja,NA,raja,NA,NA,NA,NA,0,12868.19984
harengula jaguana,NA,NA,NA,NA,NA,NA,NA,1,12746.05284
leptoscarus vaigiensis,NA,NA,NA,NA,NA,NA,NA,1,12634.06872
lepidotrigla cavillone,lepidotrigla,NA,lepidotrigla,NA,NA,NA,NA,0,12594.78554
naso lituratus,naso,NA,naso,NA,NA,NA,NA,0,12576.63293
haemulon sciurus,haemulon,NA,haemulon,NA,NA,NA,NA,0,12385.15148
neocyttus rhomboidalis,NA,NA,NA,NA,NA,NA,NA,1,12368.94487
stereolepis gigas,stereolepis gigas,stereolepis gigas,stereolepis,NA,NA,NA,NA,0,12298.26846
scorpaena scrofa,scorpaena scrofa,scorpaena scrofa,scorpaena,NA,NA,NA,NA,0,12203.83091
bollmannia chlamydes,NA,NA,NA,NA,NA,NA,NA,1,12172.70999
gerres longirostris,gerres,NA,gerres,NA,NA,NA,NA,0,12155.86798
sebastes pinniger,sebastes pinniger,sebastes pinniger,sebastes,NA,NA,NA,NA,0,11916.90968
tridacna gigas,tridacna,NA,tridacna,NA,NA,NA,NA,0,11864.48833
epinephelus analogus,epinephelus,NA,epinephelus,NA,NA,NA,NA,0,11839.26393
abudefduf,abudefduf,NA,abudefduf,NA,NA,NA,NA,0,11774.86847
metapenaeus endeavouri,metapenaeus endeavouri,metapenaeus endeavouri,metapenaeus,NA,NA,NA,NA,0,11730.09395
hipposcarus longiceps,NA,NA,NA,NA,NA,NA,NA,1,11713.13333
eucinostomus argenteus,NA,NA,NA,NA,NA,NA,NA,1,11511.54967
scorpaenichthys marmoratus,NA,NA,NA,NA,NA,NA,NA,1,11338.04628
kyphosus cinerascens,kyphosus cinerascens,kyphosus cinerascens,kyphosus,NA,NA,NA,NA,0,11310.66984
leuciscus idus,leuciscus idus,leuciscus idus,leuciscus,NA,NA,NA,NA,0,11226.52024
lepidorhombus boscii,lepidorhombus boscii,lepidorhombus boscii,lepidorhombus,NA,NA,NA,NA,0,11129.71233
carcharodon carcharias,NA,NA,NA,NA,NA,NA,NA,1,11012.2619
tapes rhomboides,tapes,NA,tapes,NA,NA,NA,NA,0,10901.12334
chaenocephalus aceratus,chaenocephalus aceratus,chaenocephalus aceratus,chaenocephalus,NA,NA,NA,NA,0,10842.25025
cynoscion stolzmanni,cynoscion,NA,cynoscion,NA,NA,NA,NA,0,10828.09642
makaira mazara,makaira mazara,makaira mazara,makaira,NA,NA,NA,NA,0,10793.79508
lutjanus erythropterus,lutjanus,NA,lutjanus,NA,NA,NA,NA,0,10785.33159
selene brevoortii,selene,NA,selene,NA,NA,NA,NA,0,10677.18568
heteropriacanthus cruentatus,heteropriacanthus cruentatus,heteropriacanthus cruentatus,heteropriacanthus,NA,NA,NA,NA,0,10660.80436
petromyzontidae,NA,NA,NA,NA,NA,NA,NA,1,10653.96136
zenarchopterus dispar,NA,NA,NA,NA,NA,NA,NA,1,10650.713
micropogonias altipinnis,micropogonias,NA,micropogonias,NA,NA,NA,NA,0,10611.53449
etelis coruscans,etelis coruscans,etelis coruscans,etelis,NA,NA,NA,NA,0,10559.07928
lobotes pacificus,lobotes,NA,lobotes,NA,NA,NA,NA,0,10551.8498
labrus bergylta,labrus bergylta,labrus bergylta,labrus,NA,NA,NA,NA,0,10474.10177
epinephelus chlorostigma,epinephelus chlorostigma,epinephelus chlorostigma,epinephelus,NA,NA,NA,NA,0,10421.86531
semicossyphus pulcher,semicossyphus,NA,semicossyphus,NA,NA,NA,NA,0,10345.80474
pomacanthus maculosus,priacanthus,NA,priacanthus,NA,NA,NA,NA,0,10340.99959
mycteroperca venenosa,mycteroperca,NA,mycteroperca,NA,NA,NA,NA,0,10305.52527
hyporthodus mystacinus,NA,NA,NA,NA,NA,NA,NA,1,10222.6203
rapana,rapana,NA,rapana,NA,NA,NA,NA,0,10218.45508
perna perna,perna,NA,perna,NA,NA,NA,NA,0,10112.96746
deania calcea,deania calceus,deania calceus,deania,NA,NA,NA,NA,0,10107.56662
lithognathus,lithognathus,NA,lithognathus,NA,NA,NA,NA,0,10040.94928
acanthurus nigricauda,acanthurus,NA,acanthurus,NA,NA,NA,NA,0,9908.947864
menidia menidia,munida,NA,munida,NA,NA,NA,NA,0,9774.166786
bairdiella ronchus,NA,NA,NA,NA,NA,NA,NA,1,9746.043053
psettodes belcheri,psettodes,NA,psettodes,NA,NA,NA,NA,0,9737.75656
epinephelus fuscoguttatus,epinephelus,NA,epinephelus,NA,NA,NA,NA,0,9712.008458
pempheridae,NA,NA,NA,NA,NA,NA,NA,1,9694.676845
sebastes viviparus,sebastes viviparus,sebastes viviparus,sebastes,NA,NA,NA,NA,0,9690.915993
chelon labrosus,chelon labrosus,chelon labrosus,chelon,NA,NA,NA,NA,0,9664.050788
trachinotus mookalee,trachinotus,NA,trachinotus,NA,NA,NA,NA,0,9662.577336
lamniformes,lamniformes,NA,NA,NA,lamniformes,NA,NA,0,9628.400276
diodon,NA,NA,NA,NA,NA,NA,NA,1,9595.573601
pleoticus robustus,pleoticus,NA,pleoticus,NA,NA,NA,NA,0,9531.207721
mya arenaria,mya arenaria,mya arenaria,mya,NA,NA,NA,NA,0,9520.13529
pandalus hypsinotus,pandalus hypsinotus,pandalus hypsinotus,pandalus,NA,NA,NA,NA,0,9440.6
scyliorhinus,scyliorhinus,NA,scyliorhinus,NA,NA,NA,NA,0,9434.359724
variola louti,variola louti,variola louti,variola,NA,NA,NA,NA,0,9425.252967
pandalus montagui,pandalus,NA,pandalus,NA,NA,NA,NA,0,9402.5772
ensis directus,ensis,NA,ensis,NA,NA,NA,NA,0,9355.092286
plectropomus pessuliferus,plectropomus,NA,plectropomus,NA,NA,NA,NA,0,9350.528509
chlorurus microrhinos,chlorurus,NA,chlorurus,NA,NA,NA,NA,0,9081.835811
rhizoprionodon porosus,rhizoprionodon,NA,rhizoprionodon,NA,NA,NA,NA,0,9070.841464
echidna nebulosa,NA,NA,NA,NA,NA,NA,NA,1,9039.074366
sepia latimanus,sepia,NA,sepia,NA,NA,NA,NA,0,9039.074366
liza ramada,liza ramada,liza ramada,liza,NA,NA,NA,NA,0,8935.939439
tresus nuttallii,tresus,NA,tresus,NA,NA,NA,NA,0,8841.038932
epinephelus merra,epinephelus merra,epinephelus merra,epinephelus,NA,NA,NA,NA,0,8827.56784
microgadus tomcod,NA,NA,NA,NA,NA,NA,NA,1,8776.586774
bolinus brandaris,bodianus,NA,bodianus,NA,NA,NA,NA,0,8667.835844
littorinidae,littorinidae,NA,NA,littorinidae,NA,NA,NA,0,8608.93872
scarus oviceps,scarus,NA,scarus,NA,NA,NA,NA,0,8604.664548
pellonula leonensis,pellona,NA,pellona,NA,NA,NA,NA,0,8568.824148
sargocentron spiniferum,sargocentron spiniferum,sargocentron spiniferum,sargocentron,NA,NA,NA,NA,0,8561.596587
parupeneus cyclostomus,parupenus cyclostomus,parupenus cyclostomus,parupeneus,NA,NA,NA,NA,0,8358.249893
scarus dimidiatus,scarus,NA,scarus,NA,NA,NA,NA,0,8358.249893
hypomesus pretiosus,hypomesus pretiosus,hypomesus pretiosus,hypomesus,NA,NA,NA,NA,0,8250.653065
dentex congoensis,dentex,NA,dentex,NA,NA,NA,NA,0,8141.822354
ctenosciaena gracilicirrhus,NA,NA,NA,NA,NA,NA,NA,1,8141.43476
spisula solida,spisula,NA,spisula,NA,NA,NA,NA,0,8136.876428
leucoraja circularis,leucoraja,NA,leucoraja,NA,NA,NA,NA,0,8089.496104
leucoraja fullonica,leucoraja,NA,leucoraja,NA,NA,NA,NA,0,8059.149703
diplodus puntazzo,diplodus puntazzo,diplodus puntazzo,diplodus,NA,NA,NA,NA,0,8002.336308
polyprion oxygeneios,polyprion oxygeneios,polyprion oxygeneios,polyprion,NA,NA,NA,NA,0,7931.637916
myripristis jacobus,myripristis,NA,myripristis,NA,NA,NA,NA,0,7922.813536
schedophilus pemarco,NA,NA,NA,NA,NA,NA,NA,1,7895.877864
rhincodon typus,NA,NA,NA,NA,NA,NA,NA,1,7780.285501
stellifer illecebrosus,stellifer,NA,stellifer,NA,NA,NA,NA,0,7742.916048
palaemonidae, palaemonidae, palaemonidae,NA,palaemonidae,NA,NA,NA,0,7676.040068
acanthurus triostegus,acanthurus,NA,acanthurus,NA,NA,NA,NA,0,7562.737605
channichthyidae,channichthyidae,NA,NA,channichthyidae,NA,NA,NA,0,7497.372891
clinocardium nuttallii,NA,NA,NA,NA,NA,NA,NA,1,7460.913158
ommastrephes bartramii,ommastrephes bartramii,ommastrephes bartramii,ommastrephes,NA,NA,NA,NA,0,7443.899456
centrophorus squamosus,centrophorus squamosus,centrophorus squamosus,centrophorus,NA,NA,NA,NA,0,7368.244822
sparisoma aurofrenatum,sparisoma,NA,sparisoma,NA,NA,NA,NA,0,7310.517954
coregonus nasus,coregonus nasus,coregonus nasus,coregonus,NA,NA,NA,NA,0,7282.319554
carcharhinus macloti,carcharhinus,NA,carcharhinus,NA,NA,NA,NA,0,7243.623337
inermiidae,NA,NA,NA,NA,NA,NA,NA,1,7151.768449
centrolophus niger,NA,NA,NA,NA,NA,NA,NA,1,7136.688692
siganus spinus,siganus,NA,siganus,NA,NA,NA,NA,0,7109.776266
lepidocybium flavobrunneum,NA,NA,NA,NA,NA,NA,NA,1,7071.442317
centrophorus granulosus,centrophorus,NA,centrophorus,NA,NA,NA,NA,0,7068.032676
tridacna squamosa,tridacna,NA,tridacna,NA,NA,NA,NA,0,6728.284887
tetrapturus angustirostris,tetrapturus,NA,tetrapturus,NA,NA,NA,NA,0,6706.495763
sicyonia ingentis,silonia,NA,silonia,NA,NA,NA,NA,0,6700.820687
thalassoma pavo,thalassoma,NA,thalassoma,NA,NA,NA,NA,0,6684.828497
cookeolus japonicus,cookeoleus,NA,cookeoleus,NA,NA,NA,NA,0,6619.126926
siganus lineatus,siganus lineatus,siganus lineatus,siganus,NA,NA,NA,NA,0,6529.456482
halargyreus johnsonii,NA,NA,NA,NA,NA,NA,NA,1,6514.841091
pandalus goniurus,pandalus,NA,pandalus,NA,NA,NA,NA,0,6514.3
parupeneus,parupeneus,NA,parupeneus,NA,NA,NA,NA,0,6435.061202
calamus bajonado,chlamys,NA,chlamys,NA,NA,NA,NA,0,6416.609469
campogramma glaycos,NA,NA,NA,NA,NA,NA,NA,1,6309.792352
ostrea,ostrea,NA,ostrea,NA,NA,NA,NA,0,6226.597746
tetrapturus belone,tetrapturus,NA,tetrapturus,NA,NA,NA,NA,0,6207.844426
lutjanus russellii,lutjanus russelli,lutjanus russelli,lutjanus,NA,NA,NA,NA,0,6166.263776
cephalopholis cruentata,cephalopholis,NA,cephalopholis,NA,NA,NA,NA,0,6159.447727
oncorhynchus mykiss,oncorhynchus mykiss,oncorhynchus mykiss,oncorhynchus,NA,NA,NA,NA,0,6048.616956
sciades passany,ucides,NA,ucides,NA,NA,NA,NA,0,5992.185643
etelis carbunculus,etelis,NA,etelis,NA,NA,NA,NA,0,5982.468271
abudefduf luridus,abudefduf,NA,abudefduf,NA,NA,NA,NA,0,5872.958309
alosa mediocris,alosa,NA,alosa,NA,NA,NA,NA,0,5784.546513
scomberoides tol,scomberoides tol,scomberoides tol,scomberoides,NA,NA,NA,NA,0,5765.400571
rhabdosargus globiceps,rhabdosargus,NA,rhabdosargus,NA,NA,NA,NA,0,5677.88
myripristis,myripristis,NA,myripristis,NA,NA,NA,NA,0,5654.983633
scyliorhinus stellaris,scyliorhinus,NA,scyliorhinus,NA,NA,NA,NA,0,5652.026595
plectorhinchus gaterinus,plectorhinchus,NA,plectorhinchus,NA,NA,NA,NA,0,5617.309926
cheilopogon unicolor,NA,NA,NA,NA,NA,NA,NA,1,5555.273351
gymnura micrura,gymnura,NA,gymnura,NA,NA,NA,NA,0,5345.051077
dipturus oxyrinchus,dipturus,NA,dipturus,NA,NA,NA,NA,0,5316.475385
pterygotrigla polyommata,NA,NA,NA,NA,NA,NA,NA,1,5273.606684
engyophrys sanctilaurentii,NA,NA,NA,NA,NA,NA,NA,1,5223.570974
pronotogrammus eos,NA,NA,NA,NA,NA,NA,NA,1,5223.570974
pinctada,pinctada,NA,pinctada,NA,NA,NA,NA,0,5203.689487
beryx decadactylus,beryx decadactylus,beryx decadactylus,beryx,NA,NA,NA,NA,0,5190.893901
epinephelus caninus,epinephelus,NA,epinephelus,NA,NA,NA,NA,0,5185.835899
echeneidae,NA,NA,NA,NA,NA,NA,NA,1,5134.194788
echinozoa,NA,NA,NA,NA,NA,NA,NA,1,5094.473025
squalus blainville,squalus,NA,squalus,NA,NA,NA,NA,0,5087.62078
tellinidae,NA,NA,NA,NA,NA,NA,NA,1,5085.814245
hippopus hippopus,NA,NA,NA,NA,NA,NA,NA,1,5032.325154
sphyraena novaehollandiae,sphyraena novaehollandiae,sphyraena novaehollandiae,sphyraena,NA,NA,NA,NA,0,5021.806898
platax,platax,NA,platax,NA,NA,NA,NA,0,4977.508688
nezumia aequalis,NA,NA,NA,NA,NA,NA,NA,1,4974.205985
pomadasys macracanthus,pomadasys,NA,pomadasys,NA,NA,NA,NA,0,4972.173374
mycteroperca acutirostris,mycteroperca acutirostris,mycteroperca acutirostris,mycteroperca,NA,NA,NA,NA,0,4964.282406
pristidae,NA,NA,NA,NA,NA,NA,NA,1,4797.214376
platichthys stellatus,platichthys stellatus,platichthys stellatus,platichthys,NA,NA,NA,NA,0,4750.302437
pitar rostratus,rita,NA,rita,NA,NA,NA,NA,0,4711.25
jasus frontalis,jasus,NA,jasus,NA,NA,NA,NA,0,4629.5775
metanephrops,metanephrops,NA,metanephrops,NA,NA,NA,NA,0,4584
mobula mobular,mobula,NA,mobula,NA,NA,NA,NA,0,4573.67397
pseudopentaceros richardsoni,NA,NA,NA,NA,NA,NA,NA,1,4544.17474
epinephelus coeruleopunctatus,epinephelus coeruleopunctatus,epinephelus coeruleopunctatus,epinephelus,NA,NA,NA,NA,0,4420.238949
fistularia tabacaria,fistularia,NA,fistularia,NA,NA,NA,NA,0,4378.684598
etmopterus,etmopterus,NA,etmopterus,NA,NA,NA,NA,0,4372.646203
spratelloides,spratelloides,NA,spratelloides,NA,NA,NA,NA,0,4349.33126
cephalopholis hemistiktos,cephalopholis hemistiktos,cephalopholis hemistiktos,cephalopholis,NA,NA,NA,NA,0,4348.517352
uranoscopus,uranoscopus,NA,uranoscopus,NA,NA,NA,NA,0,4345.270258
acanthurus olivaceus,acanthurus,NA,acanthurus,NA,NA,NA,NA,0,4310.070952
bothus pantherinus,bothus,NA,bothus,NA,NA,NA,NA,0,4307.164825
lophius budegassa,lophius budegassa,lophius budegassa,lophius,NA,NA,NA,NA,0,4291.549199
gerres oblongus,gerres,NA,gerres,NA,NA,NA,NA,0,4202.55
neritidae,NA,NA,NA,NA,NA,NA,NA,1,4154.641315
larimus acclivis,larimus,NA,larimus,NA,NA,NA,NA,0,4114.676638
metanephrops mozambicus,metanephrops,NA,metanephrops,NA,NA,NA,NA,0,4110.75
pontinus kuhlii,puntius,NA,puntius,NA,NA,NA,NA,0,4045.173999
terebridae,NA,NA,NA,NA,NA,NA,NA,1,4021.87719
pteriidae,pteriidae,NA,NA,pteriidae,NA,NA,NA,0,4021.831815
lethrinus amboinensis,lethrinus,NA,lethrinus,NA,NA,NA,NA,0,4004.662427
cephalopholis argus,cephalopholis,NA,cephalopholis,NA,NA,NA,NA,0,3997.940065
lutjanus fulviflamma,lutjanus fulviflamma,lutjanus fulviflamma,lutjanus,NA,NA,NA,NA,0,3990.888584
manta birostris,mactra,NA,mactra,NA,NA,NA,NA,0,3928.923457
archosargus rhomboidalis,archosargus,NA,archosargus,NA,NA,NA,NA,0,3921.426458
chlamys delicatula,chlamys,NA,chlamys,NA,NA,NA,NA,0,3913.562613
pomadasys panamensis,pomadasys,NA,pomadasys,NA,NA,NA,NA,0,3870.117099
polydactylus approximans,polydactylus,NA,polydactylus,NA,NA,NA,NA,0,3851.385186
antimora rostrata,antimora,NA,antimora,NA,NA,NA,NA,0,3837.490429
bolbometopon muricatum,NA,NA,NA,NA,NA,NA,NA,1,3793.508868
gymnura altavela,gymnura,NA,gymnura,NA,NA,NA,NA,0,3779.189722
tresus,tresus,NA,tresus,NA,NA,NA,NA,0,3770.189536
ogcocephalus,logocephalus,NA,logocephalus,NA,NA,NA,NA,0,3717.572085
scatophagus argus,scatophagus argus,scatophagus argus,scatophagus,NA,NA,NA,NA,0,3669.916727
cephalopholis miniata,cephalopholis miniata,cephalopholis miniata,cephalopholis,NA,NA,NA,NA,0,3642.684104
eptatretus cirrhatus,eptatretus,NA,eptatretus,NA,NA,NA,NA,0,3638.620768
solenidae,solenidae,NA,NA,solenidae,NA,NA,NA,0,3631.334609
bairdiella chrysoura,NA,NA,NA,NA,NA,NA,NA,1,3598.559237
seriola zonata,seriola,NA,seriola,NA,NA,NA,NA,0,3590.236692
calamus calamus,chlamys,NA,chlamys,NA,NA,NA,NA,0,3557.545613
anchoa spinifer,anchoa,NA,anchoa,NA,NA,NA,NA,0,3527.766335
patella,patella,NA,patella,NA,NA,NA,NA,0,3473.109454
belonidae,belonidae,NA,NA,belonidae,NA,NA,NA,0,3472.891287
asaphis violascens,NA,NA,NA,NA,NA,NA,NA,1,3462.576494
bathygobius soporator,NA,NA,NA,NA,NA,NA,NA,1,3456.278159
